Soil Moisture,Temperature, Soil Humidity,Time
83,39,31,15
62,39,38,44
43,19,33,13
72,28,59,5
3,6,55,6
29,43,59,12
33,31,25,37
53,2,30,64
80,24,64,34
62,3,36,29
37,30,46,93
40,13,63,63
12,13,42,64
17,12,55,66
6,39,29,102
40,28,54,6
59,32,65,21
78,1,38,108
26,17,25,88
58,16,68,31
54,1,48,18
39,36,46,21
81,43,70,92
16,31,65,27
21,24,53,83
74,40,62,79
60,7,29,101
70,6,63,90
9,19,53,110
19,43,21,81
13,24,45,66
71,14,67,76
83,24,55,22
24,12,66,87
21,35,61,32
18,41,22,18
15,42,66,39
27,41,33,6
70,45,48,80
26,43,32,48
26,33,22,90
50,28,67,66
5,40,49,37
28,44,54,86
12,28,62,105
75,10,32,76
33,17,66,108
11,41,57,61
38,22,29,28
25,0,53,10
10,21,37,24
49,32,26,73
19,8,57,4
63,0,68,75
30,6,42,18
3,24,30,80
75,29,45,96
13,41,54,71
38,41,44,23
59,13,24,14
72,33,58,103
62,15,34,56
19,35,36,94
30,25,35,70
44,18,21,87
42,1,67,24
16,27,56,34
7,12,45,64
62,39,25,51
35,35,52,103
59,3,41,107
3,1,58,48
48,20,54,55
31,37,53,106
75,17,44,30
62,38,50,51
79,15,55,59
17,40,32,42
47,30,53,96
81,37,66,4
84,17,52,30
75,5,26,46
57,33,57,17
64,44,55,101
43,39,24,58
13,27,52,41
57,28,34,12
81,23,44,16
15,39,37,10
18,3,55,26
14,26,27,40
19,5,21,34
44,12,60,67
72,11,21,99
85,28,50,36
57,3,61,33
73,42,20,90
69,12,63,94
75,0,51,6
57,12,33,25
41,36,62,37
26,6,29,55
20,27,51,83
25,38,26,91
23,20,62,72
3,34,20,62
3,8,49,19
34,22,62,1
54,5,20,62
19,25,43,109
83,25,69,57
52,14,35,20
60,2,28,43
89,24,22,109
61,7,53,6
83,14,59,85
63,45,20,55
20,18,38,95
62,20,65,71
3,8,53,88
89,34,41,52
88,31,34,31
40,3,56,46
21,0,35,73
43,34,38,3
17,14,40,11
29,17,60,19
8,29,31,48
68,24,64,60
64,1,62,101
60,11,38,34
60,38,66,73
89,16,44,9
60,25,69,76
27,7,61,0
43,3,62,15
81,27,48,65
52,30,21,75
42,11,67,98
60,34,64,53
65,2,39,14
79,30,51,47
79,7,66,101
76,9,36,58
5,36,37,58
38,20,44,108
22,12,38,96
6,39,59,100
77,18,47,68
10,18,56,19
41,26,43,24
52,10,21,26
82,42,37,97
36,17,69,69
55,43,35,100
42,31,21,84
5,32,55,107
29,45,33,69
71,27,29,20
53,43,51,6
3,34,55,106
56,29,37,8
46,29,35,86
69,1,39,44
65,19,25,73
34,42,41,73
82,8,54,33
30,24,60,110
25,2,25,39
38,13,32,93
47,20,30,53
62,2,51,26
23,10,22,23
38,38,36,37
87,16,63,80
79,25,61,2
23,31,63,90
90,38,30,107
47,21,38,69
90,17,46,19
79,25,70,96
70,40,32,109
81,10,43,84
25,33,43,53
28,35,48,49
34,10,63,63
43,2,65,91
57,37,33,71
88,28,50,20
61,42,22,62
62,4,53,93
36,35,37,110
40,39,34,92
84,27,47,18
28,0,59,62
2,25,21,74
80,38,25,105
26,41,58,78
35,2,70,32
9,33,51,99
35,11,49,106
13,33,26,52
26,28,34,90
84,16,56,61
52,35,25,76
90,22,39,33
87,30,67,80
41,2,35,53
3,0,41,102
6,26,69,38
69,2,51,48
60,18,57,107
50,45,23,5
87,19,61,30
90,26,55,90
85,16,54,71
39,0,25,4
48,27,37,80
90,16,22,21
72,30,39,15
32,28,37,29
77,20,27,35
79,29,65,75
37,8,26,40
55,5,20,103
45,43,68,109
42,11,33,11
39,18,69,80
33,24,46,68
84,0,38,42
24,9,27,34
50,0,48,83
11,19,59,41
68,5,60,81
41,36,67,69
46,3,50,43
3,34,70,64
68,3,53,93
30,18,58,47
7,8,62,45
31,12,40,79
85,21,63,45
24,30,25,71
79,40,49,97
79,10,68,80
75,32,20,24
22,31,37,94
42,35,28,60
40,5,41,60
73,8,64,95
5,37,56,4
15,30,33,110
85,32,20,59
23,27,20,46
80,11,60,82
71,36,55,11
20,7,52,14
20,17,41,45
41,43,27,23
13,45,34,76
53,36,20,55
56,15,52,20
34,3,30,31
61,13,53,13
84,3,34,49
21,26,67,82
24,5,40,82
1,22,26,87
89,45,37,99
30,45,38,95
22,31,27,50
5,2,33,81
43,11,48,90
54,30,68,43
30,6,60,16
17,44,52,55
77,25,39,75
15,29,63,11
2,29,60,85
2,19,67,69
27,6,39,1
4,41,53,40
40,45,26,47
72,29,58,31
53,37,48,20
38,36,30,58
34,4,53,40
84,23,37,68
59,0,48,29
38,0,67,105
6,30,29,56
26,40,43,106
62,0,69,54
24,23,21,8
72,2,53,1
4,8,55,45
25,27,24,15
45,8,54,90
52,13,55,36
26,12,37,20
80,22,41,34
66,40,34,102
70,40,22,81
59,0,40,30
87,39,41,49
28,19,30,81
80,26,29,41
63,8,35,83
54,30,61,20
48,34,34,91
12,40,57,59
48,20,33,19
47,24,29,40
32,31,21,37
62,9,28,104
86,27,23,48
10,6,60,20
86,21,66,8
1,9,37,14
25,28,47,57
4,43,25,93
84,21,48,0
31,3,51,22
50,39,42,10
34,6,25,28
89,6,32,4
75,22,35,26
4,10,30,95
7,9,49,99
84,19,23,20
42,7,27,28
44,15,22,110
33,0,54,59
64,40,64,83
43,45,61,23
9,30,26,15
20,38,39,16
6,41,56,103
67,31,60,17
11,18,69,63
63,15,66,46
9,37,54,35
78,45,58,108
37,7,49,41
49,16,20,72
55,22,53,49
35,28,26,100
2,27,40,38
73,0,58,109
16,33,21,38
35,27,30,33
43,11,42,97
2,21,68,29
72,6,35,47
57,3,58,73
36,27,69,77
25,17,28,93
41,10,50,48
82,23,39,108
44,3,69,7
25,25,26,73
29,28,42,102
32,45,63,95
88,11,42,7
35,18,51,87
51,11,32,0
56,1,58,80
32,39,32,95
20,13,21,24
70,30,28,88
54,29,31,38
46,17,25,8
30,2,22,20
68,32,50,44
19,20,41,42
11,3,56,86
68,16,40,82
52,30,50,31
21,3,66,11
66,9,37,38
79,12,63,67
12,41,36,44
89,39,24,1
67,14,30,69
30,26,56,1
74,34,29,33
75,13,35,89
6,45,36,94
56,36,33,109
44,3,43,17
4,12,53,33
14,14,29,48
50,26,36,82
42,39,34,56
3,23,65,24
73,18,32,48
57,36,61,86
22,9,33,110
12,12,32,25
89,37,53,7
72,44,70,0
50,25,47,36
82,34,56,99
87,14,29,20
67,22,25,21
22,10,42,107
48,10,58,100
47,9,45,51
8,24,47,94
32,2,35,8
7,8,58,48
25,27,50,45
82,26,28,92
15,38,56,80
39,16,58,1
62,10,48,20
69,29,56,0
89,28,56,81
45,10,58,46
79,10,66,86
12,34,43,95
86,34,66,50
14,37,57,108
13,4,27,93
10,34,39,103
74,35,65,81
88,7,48,97
60,29,54,20
45,28,46,74
60,38,20,95
24,11,69,22
38,41,28,5
37,27,40,64
41,34,41,105
76,8,60,11
79,29,59,71
18,8,36,38
52,29,49,83
46,29,37,100
67,12,60,76
80,25,39,32
61,29,25,21
13,42,53,59
15,14,21,13
3,13,21,35
73,1,55,79
81,23,44,10
57,19,46,1
37,42,52,81
73,21,48,28
26,42,57,65
3,12,41,8
29,26,62,71
80,41,37,88
74,2,26,62
19,22,25,48
6,25,41,78
37,39,43,24
2,32,65,103
5,15,55,108
24,33,46,30
60,4,22,68
6,10,28,9
53,20,26,4
59,12,29,48
30,29,40,17
14,23,20,107
36,44,47,8
57,42,21,58
56,1,44,34
2,39,25,99
22,26,47,14
82,32,43,103
40,3,65,54
16,41,63,66
4,29,62,11
28,33,49,44
52,35,50,66
49,11,20,12
40,2,27,65
2,12,21,25
79,26,41,48
33,13,62,110
67,27,54,38
63,45,65,18
40,17,27,14
20,37,47,9
74,31,64,25
20,35,55,5
28,35,48,97
66,18,69,30
53,2,28,37
37,8,48,20
7,26,33,84
83,40,37,40
15,27,45,16
50,12,37,72
49,28,39,49
65,27,44,62
37,35,33,78
7,2,62,0
66,35,68,32
90,41,47,61
10,26,60,91
34,0,26,9
27,25,21,88
68,5,50,97
49,36,26,104
54,21,43,2
66,44,38,24
3,28,22,77
64,31,38,41
42,8,47,78
57,30,63,45
44,5,69,76
47,20,45,104
5,1,36,34
6,25,33,63
81,6,45,61
27,37,68,19
10,0,60,29
70,20,33,99
55,3,39,81
84,6,28,16
82,18,52,25
2,32,32,37
42,43,61,19
21,11,45,110
49,21,59,103
5,11,65,95
83,17,44,35
38,26,40,97
33,44,59,105
37,10,32,29
50,1,69,95
81,45,45,88
2,10,48,89
77,28,55,72
51,24,54,54
5,28,57,77
47,26,34,21
49,41,35,58
2,12,61,105
53,44,35,64
87,13,34,20
14,18,61,46
63,29,69,76
55,24,40,46
52,13,28,88
17,8,63,108
55,18,56,54
86,33,67,14
4,20,21,39
68,15,55,18
44,14,30,51
69,2,29,68
83,32,31,37
85,32,46,68
8,18,49,102
57,39,44,108
89,17,59,46
44,2,64,82
58,24,63,97
4,12,41,5
26,5,67,49
3,2,56,46
55,22,32,60
60,22,38,40
86,3,68,67
24,20,23,63
32,2,59,37
8,38,29,19
5,39,22,66
28,21,53,18
54,30,47,26
87,44,65,68
48,44,57,68
72,6,55,101
64,16,59,97
43,30,23,97
40,36,43,8
34,7,56,46
22,20,65,100
81,25,60,109
5,39,55,75
55,26,28,81
57,10,37,76
38,43,29,33
50,25,40,2
24,12,34,103
6,28,45,11
35,17,35,12
66,14,36,70
37,39,28,95
75,0,47,51
64,44,24,60
63,44,45,102
72,15,60,12
15,42,27,52
54,40,51,92
78,38,35,82
64,43,27,77
70,41,64,20
40,25,31,68
25,38,56,57
83,17,61,32
30,28,22,6
80,12,31,78
14,35,68,3
62,12,56,90
35,10,61,19
88,14,62,94
44,22,33,91
37,2,51,33
9,39,20,107
38,44,26,18
58,24,39,49
30,27,69,82
42,28,38,48
23,33,47,99
81,9,54,31
27,3,55,59
70,15,29,60
81,39,43,110
81,22,42,100
21,13,43,39
45,45,53,70
7,22,53,46
66,1,20,49
2,23,59,64
2,20,58,110
88,0,35,98
24,4,64,98
61,3,64,67
84,28,35,18
52,36,23,109
16,14,49,7
48,4,47,55
13,2,26,12
68,23,33,97
27,42,54,84
77,12,51,6
41,43,64,43
35,24,50,74
85,35,34,4
48,29,21,2
33,5,32,31
68,3,56,76
40,15,45,98
81,4,23,26
71,41,51,101
36,32,64,94
66,22,58,55
20,17,47,72
14,45,63,61
23,34,54,25
84,35,60,22
39,30,56,76
44,5,62,38
65,31,47,59
13,37,57,16
43,25,60,9
79,16,23,76
68,12,46,58
33,45,39,91
71,16,27,15
51,22,32,1
5,5,29,45
76,24,32,99
23,4,58,92
45,41,55,41
85,16,22,33
44,30,60,21
32,3,35,5
57,40,40,87
34,4,70,29
70,44,22,39
77,9,29,34
58,15,42,93
6,24,62,65
31,12,34,104
82,25,70,21
71,18,50,31
43,19,54,65
52,33,52,72
5,3,40,4
2,19,34,84
24,42,68,34
22,20,69,53
24,27,56,101
35,28,65,75
88,38,60,1
80,12,30,109
26,3,49,64
29,5,42,87
57,15,43,53
57,0,47,19
5,29,38,11
83,26,65,46
89,18,63,73
23,19,56,44
63,44,50,82
85,3,34,20
55,13,48,95
29,3,22,17
77,43,25,35
46,8,41,74
69,34,25,52
6,12,64,34
69,41,26,41
25,31,28,4
73,28,61,97
43,16,47,100
31,14,20,25
88,42,22,60
49,24,68,107
80,9,49,109
41,20,29,88
7,1,61,13
35,2,21,98
55,40,44,1
57,7,57,80
47,20,44,81
52,41,42,35
29,27,36,74
3,43,26,32
89,44,35,103
53,27,35,53
34,44,36,45
7,3,40,33
85,15,59,52
90,8,49,77
89,4,52,101
21,38,20,65
14,8,53,100
23,17,27,27
24,34,31,58
30,21,58,76
88,37,60,76
69,9,52,28
57,40,70,21
22,6,64,55
61,29,59,87
41,30,47,34
77,14,36,62
81,31,43,80
8,40,26,109
51,17,49,61
53,33,43,70
87,34,49,25
58,23,45,41
80,2,65,77
70,7,50,79
5,29,69,80
12,32,44,34
74,28,66,94
49,35,70,103
87,42,67,65
59,15,63,82
82,20,68,66
34,5,22,79
29,12,21,28
25,32,24,53
53,41,47,108
73,30,58,21
79,18,26,73
47,2,33,23
51,32,47,5
48,22,30,56
50,5,20,68
11,37,70,36
26,11,62,58
60,20,40,29
81,26,41,24
89,40,46,76
36,40,59,81
76,23,33,73
19,10,37,83
70,40,36,106
89,14,55,63
57,15,58,47
42,31,34,35
57,22,28,74
74,20,36,3
37,11,67,59
1,44,44,76
51,44,31,22
82,17,59,58
49,22,66,51
10,25,66,80
37,6,64,41
58,6,56,40
53,7,50,28
20,36,66,79
4,26,40,92
81,16,36,52
76,12,45,55
48,34,36,39
88,37,30,78
31,22,61,106
79,34,23,72
85,34,45,76
31,25,68,63
11,45,26,73
18,44,62,38
11,30,22,109
76,9,40,11
75,18,28,20
20,11,47,54
28,33,42,22
30,35,40,61
39,32,66,17
53,1,69,48
2,35,55,17
37,37,64,7
54,30,61,36
41,6,29,63
7,40,24,91
2,36,42,44
9,20,49,4
32,1,55,90
44,22,42,29
31,42,22,45
11,14,23,33
4,45,70,100
11,34,49,29
3,34,40,73
85,14,37,38
73,3,43,89
51,34,36,24
76,11,35,3
62,5,29,52
55,13,49,63
44,15,68,35
64,7,23,16
87,9,23,28
51,19,40,44
15,19,28,58
33,2,37,37
74,17,36,82
73,25,36,91
72,24,51,79
69,21,54,100
86,34,50,77
7,30,57,14
30,1,44,67
66,36,68,10
42,35,70,71
38,33,34,101
67,23,56,71
5,1,62,36
4,22,58,42
24,17,22,11
86,39,20,16
56,20,64,8
40,33,35,107
67,2,23,106
14,0,43,36
37,21,48,99
71,42,70,23
59,4,54,79
78,24,30,27
20,37,52,29
82,8,43,99
17,28,21,49
12,34,60,96
18,41,60,18
69,27,61,58
40,13,37,40
61,25,46,12
29,2,25,70
7,30,25,64
27,0,36,84
24,1,42,12
51,5,41,105
53,6,52,2
69,28,31,54
9,44,47,39
50,39,63,95
21,6,53,21
88,31,36,98
35,18,34,92
54,23,38,110
62,32,27,52
9,26,38,103
74,11,43,94
7,22,45,41
36,4,38,99
70,26,54,79
16,9,34,106
48,16,70,11
21,34,25,27
64,26,32,46
80,44,28,109
47,2,47,41
12,29,61,59
28,17,35,92
74,39,69,68
52,20,50,44
4,6,49,38
85,9,48,17
8,5,38,42
44,6,27,101
76,24,70,12
48,15,22,79
30,38,20,51
52,3,56,44
18,16,69,40
63,33,54,54
66,6,67,74
90,13,69,56
82,42,45,82
9,21,60,90
56,18,70,48
87,37,69,94
74,11,67,20
59,35,21,29
12,23,40,8
58,19,40,82
65,38,64,6
40,27,42,16
32,27,65,107
67,27,46,101
71,19,29,8
77,44,47,34
66,21,63,24
59,27,33,16
1,11,21,53
88,8,54,86
74,44,21,32
13,18,68,0
1,21,43,107
88,25,55,81
3,29,20,39
3,16,64,62
61,18,42,62
41,12,22,0
17,21,67,66
16,24,67,12
83,40,57,47
15,44,55,48
78,27,64,14
47,37,55,53
42,22,28,103
4,16,54,103
45,44,41,87
40,18,42,67
87,16,55,9
88,9,61,3
58,35,41,18
61,41,57,40
50,1,68,72
28,2,54,52
81,5,48,84
5,1,68,49
82,35,26,79
63,19,34,60
79,1,62,20
68,0,26,107
33,1,44,87
49,40,23,90
53,20,70,51
74,3,69,90
58,41,21,36
74,4,39,90
88,3,47,38
19,9,39,59
72,36,42,62
35,13,54,4
57,22,53,8
37,34,41,87
60,35,39,18
36,6,41,58
39,23,53,72
22,5,44,19
85,14,64,84
53,43,23,57
11,28,43,77
45,41,34,78
40,26,63,81
87,42,65,101
44,23,57,86
77,32,50,18
86,33,52,4
63,22,34,91
72,16,50,93
70,5,55,46
65,6,43,50
76,36,56,15
72,28,35,57
37,43,45,96
31,0,61,99
51,13,56,32
59,22,23,25
8,2,63,109
17,36,66,107
22,44,28,25
37,5,24,98
2,41,34,92
50,19,62,55
14,44,27,40
83,21,46,92
49,33,60,2
10,0,37,41
51,41,34,38
75,11,57,6
22,12,48,90
88,5,24,48
25,41,52,55
63,22,46,64
42,16,25,57
42,24,25,70
56,2,64,80
38,18,52,81
78,30,56,91
43,8,64,32
33,11,26,34
23,0,66,104
20,29,68,72
78,28,30,85
75,12,38,57
28,41,53,101
8,1,20,105
68,2,37,75
18,44,62,4
74,2,60,78
35,2,59,45
12,20,34,41
71,26,36,85
82,16,51,59
27,25,49,107
40,34,22,34
53,10,54,98
43,19,69,40
55,37,52,45
64,13,25,45
83,0,65,103
12,25,30,52
24,1,59,38
21,19,70,90
83,2,51,107
57,9,47,71
84,18,26,5
77,24,67,43
29,36,54,24
82,13,53,47
6,36,62,83
65,0,27,84
46,34,61,95
62,17,33,53
77,36,57,41
27,8,48,73
72,25,24,60
78,23,37,31
46,30,31,92
9,24,62,38
6,9,21,40
33,8,38,0
70,45,64,0
28,5,38,23
45,43,30,76
78,31,23,59
83,10,29,30
31,38,30,63
11,13,49,20
89,39,29,1
63,5,25,65
78,9,21,69
36,2,56,107
76,6,66,70
42,41,36,97
69,32,37,61
85,22,22,102
72,42,38,94
48,32,57,64
27,42,33,0
59,22,63,95
10,21,40,17
80,28,30,76
67,35,49,80
24,20,49,97
37,44,69,49
86,18,28,43
57,19,56,35
47,0,54,67
21,19,27,5
37,31,50,11
38,5,34,106
53,21,51,1
84,27,20,63
18,27,36,85
74,13,69,26
35,9,50,95
24,18,60,73
60,43,33,48
31,32,25,1
2,16,49,31
75,9,64,74
69,45,23,32
88,18,69,25
85,0,58,26
11,0,69,97
47,15,47,10
15,6,28,68
32,37,30,51
42,15,61,27
11,34,38,91
20,28,58,1
7,6,38,46
2,15,39,67
74,35,60,69
7,11,31,13
78,44,62,83
7,37,28,40
70,44,22,43
68,13,24,66
18,34,35,22
25,9,48,17
25,1,30,39
16,1,32,105
40,30,29,0
64,11,66,105
9,17,21,46
13,35,36,71
54,22,22,108
6,42,66,60
28,1,56,20
83,14,56,80
65,30,70,98
13,21,29,88
63,34,35,72
57,19,34,89
69,12,48,89
3,33,21,81
66,12,50,34
45,0,50,31
89,15,60,48
34,35,63,92
58,39,21,58
76,26,31,28
32,5,48,38
70,39,38,43
71,15,41,80
83,13,66,15
6,19,59,0
35,34,25,39
32,45,46,57
51,40,27,83
80,35,70,91
31,24,48,85
16,32,62,7
82,11,63,19
74,20,24,53
51,29,37,71
78,33,44,77
90,17,45,90
42,33,21,57
23,42,50,3
88,21,25,102
44,6,28,107
57,29,54,81
19,25,68,68
2,29,67,12
43,29,50,95
37,35,35,20
55,3,47,84
21,41,39,21
37,17,32,82
28,1,60,71
65,43,53,8
57,21,66,10
66,20,30,44
90,32,21,97
11,21,20,8
90,2,20,44
81,27,42,27
73,29,68,109
12,10,51,10
38,32,37,74
16,44,33,54
55,6,41,37
30,3,54,67
64,3,37,93
30,20,45,13
31,11,54,59
40,17,29,69
87,41,66,88
54,32,21,21
6,24,31,61
30,29,52,18
8,1,47,5
16,0,57,44
44,43,38,58
60,10,58,68
70,40,25,13
32,41,56,103
10,26,42,24
56,29,31,8
51,16,39,26
3,25,20,98
88,35,48,79
33,40,64,76
13,35,20,92
5,6,55,55
33,7,49,92
45,33,32,100
65,31,52,12
60,22,42,60
55,8,57,10
5,17,54,23
14,3,33,60
28,0,24,96
51,36,33,10
80,0,34,69
16,25,70,48
78,35,50,2
78,11,20,74
42,41,48,37
69,28,50,102
33,3,30,43
10,3,33,70
71,8,38,45
66,18,68,0
69,10,69,71
4,1,34,60
71,22,49,105
73,27,28,74
27,41,30,37
50,24,45,20
20,27,50,39
65,38,23,83
46,38,45,11
33,43,47,7
1,1,43,84
5,30,52,13
20,18,56,82
8,1,25,10
82,36,34,29
50,0,24,29
27,10,23,46
24,30,23,77
59,41,46,92
53,27,59,54
33,8,28,52
24,16,31,15
52,44,31,66
11,4,26,77
13,45,51,16
64,25,24,110
29,11,31,3
37,3,58,40
74,5,40,10
76,19,21,64
69,0,65,1
81,36,42,78
87,36,44,104
2,39,31,54
5,16,31,22
25,27,37,77
14,17,69,96
60,42,28,89
77,38,66,21
39,17,60,35
4,34,40,4
7,3,61,82
85,30,45,56
58,18,65,30
17,23,59,59
3,23,36,37
10,3,50,40
84,33,52,48
66,27,63,99
29,24,53,92
49,5,36,14
22,30,31,96
82,4,48,15
52,17,25,80
74,31,51,38
62,8,70,33
49,4,65,90
88,39,65,29
26,12,46,7
14,28,64,102
68,11,56,33
69,24,43,24
29,43,28,61
38,45,58,29
2,11,49,65
9,35,67,61
58,28,69,55
19,23,66,92
58,37,36,37
44,2,70,88
32,12,59,59
20,33,43,22
19,28,38,24
22,43,34,107
25,13,29,44
72,43,29,92
45,1,69,69
5,39,31,81
76,18,31,9
2,21,31,2
43,13,53,52
15,38,53,90
35,11,66,3
61,31,65,82
72,0,45,98
29,33,23,84
53,28,37,101
75,25,64,36
13,12,22,104
90,27,30,22
59,13,27,60
16,27,67,48
